# Wall heat-flux
# Time         	patch          	min            	max            	integral       
497            	riser	-5.1407143e+03	-3.8454772e+03	-9.3322403e+02
498            	plate	6.0514639e+03	6.3296137e+03	1.2539656e+03
498            	riser	-5.1407685e+03	-3.8454130e+03	-9.3322400e+02
499            	plate	6.0514569e+03	6.3296653e+03	1.2539528e+03
499            	riser	-5.1408234e+03	-3.8453485e+03	-9.3322394e+02
500            	plate	6.0476838e+03	6.3288428e+03	1.2535276e+03
500            	riser	-5.1425779e+03	-3.8478696e+03	-9.3361619e+02
501            	plate	6.0476779e+03	6.3288907e+03	1.2535140e+03
501            	riser	-5.1426339e+03	-3.8478049e+03	-9.3361608e+02
502            	plate	6.0476719e+03	6.3289366e+03	1.2534998e+03
502            	riser	-5.1426905e+03	-3.8477401e+03	-9.3361594e+02
503            	plate	6.0476660e+03	6.3289806e+03	1.2534848e+03
503            	riser	-5.1427476e+03	-3.8476754e+03	-9.3361577e+02
504            	plate	6.0476610e+03	6.3290226e+03	1.2534688e+03
504            	riser	-5.1428053e+03	-3.8476108e+03	-9.3361557e+02
505            	plate	6.0441914e+03	6.3281436e+03	1.2530360e+03
505            	riser	-5.1445430e+03	-3.8505777e+03	-9.3401815e+02
506            	plate	6.0441896e+03	6.3281818e+03	1.2530172e+03
506            	riser	-5.1446016e+03	-3.8505135e+03	-9.3401790e+02
507            	plate	6.0441904e+03	6.3282180e+03	1.2529977e+03
507            	riser	-5.1446607e+03	-3.8504496e+03	-9.3401761e+02
508            	plate	6.0441936e+03	6.3282523e+03	1.2529829e+03
508            	riser	-5.1447203e+03	-3.8503860e+03	-9.3401730e+02
509            	plate	6.0441981e+03	6.3282846e+03	1.2529737e+03
509            	riser	-5.1447804e+03	-3.8503228e+03	-9.3401697e+02
510            	plate	6.0411480e+03	6.3273548e+03	1.2525552e+03
510            	riser	-5.1464800e+03	-3.8537041e+03	-9.3442512e+02
511            	plate	6.0411504e+03	6.3273833e+03	1.2525509e+03
511            	riser	-5.1465411e+03	-3.8536417e+03	-9.3442472e+02
512            	plate	6.0411501e+03	6.3274101e+03	1.2525449e+03
512            	riser	-5.1466027e+03	-3.8535798e+03	-9.3442430e+02
513            	plate	6.0411466e+03	6.3274352e+03	1.2525359e+03
513            	riser	-5.1466648e+03	-3.8535183e+03	-9.3442385e+02
514            	plate	6.0411399e+03	6.3274586e+03	1.2525228e+03
514            	riser	-5.1467275e+03	-3.8534574e+03	-9.3442336e+02
515            	plate	6.0384235e+03	6.3264750e+03	1.2520930e+03
515            	riser	-5.1484008e+03	-3.8572323e+03	-9.3483857e+02
516            	plate	6.0384111e+03	6.3264950e+03	1.2520725e+03
516            	riser	-5.1484646e+03	-3.8571723e+03	-9.3483802e+02
517            	plate	6.0383961e+03	6.3265131e+03	1.2520541e+03
517            	riser	-5.1485289e+03	-3.8571128e+03	-9.3483744e+02
518            	plate	6.0383784e+03	6.3265296e+03	1.2520338e+03
518            	riser	-5.1485939e+03	-3.8570537e+03	-9.3483684e+02
519            	plate	6.0383580e+03	6.3265442e+03	1.2520125e+03
519            	riser	-5.1486594e+03	-3.8569952e+03	-9.3483619e+02
520            	plate	6.0358130e+03	6.3255415e+03	1.2515847e+03
520            	riser	-5.1502701e+03	-3.8610546e+03	-9.3524733e+02
521            	plate	6.0357885e+03	6.3255528e+03	1.2515605e+03
521            	riser	-5.1503369e+03	-3.8609969e+03	-9.3524661e+02
522            	plate	6.0357631e+03	6.3255624e+03	1.2515353e+03
522            	riser	-5.1504044e+03	-3.8609394e+03	-9.3524586e+02
523            	plate	6.0357374e+03	6.3255703e+03	1.2515110e+03
523            	riser	-5.1504726e+03	-3.8608822e+03	-9.3524506e+02
524            	plate	6.0357124e+03	6.3255765e+03	1.2514888e+03
524            	riser	-5.1505414e+03	-3.8608253e+03	-9.3524422e+02
525            	plate	6.0333154e+03	6.3245962e+03	1.2510804e+03
525            	riser	-5.1520630e+03	-3.8650194e+03	-9.3564072e+02
526            	plate	6.0332940e+03	6.3245993e+03	1.2510603e+03
526            	riser	-5.1521333e+03	-3.8649626e+03	-9.3563978e+02
527            	plate	6.0332751e+03	6.3246009e+03	1.2510406e+03
527            	riser	-5.1522044e+03	-3.8649058e+03	-9.3563879e+02
528            	plate	6.0332586e+03	6.3246009e+03	1.2510210e+03
528            	riser	-5.1522762e+03	-3.8648488e+03	-9.3563774e+02
529            	plate	6.0332440e+03	6.3245995e+03	1.2510014e+03
529            	riser	-5.1523488e+03	-3.8647916e+03	-9.3563662e+02
530            	plate	6.0307900e+03	6.3236991e+03	1.2506073e+03
530            	riser	-5.1538148e+03	-3.8690215e+03	-9.3602131e+02
531            	plate	6.0307790e+03	6.3237338e+03	1.2505885e+03
531            	riser	-5.1538889e+03	-3.8689633e+03	-9.3602003e+02
532            	plate	6.0307696e+03	6.3237666e+03	1.2505701e+03
532            	riser	-5.1539639e+03	-3.8689044e+03	-9.3601865e+02
533            	plate	6.0307614e+03	6.3237978e+03	1.2505521e+03
533            	riser	-5.1540397e+03	-3.8688447e+03	-9.3601716e+02
534            	plate	6.0307539e+03	6.3238272e+03	1.2505345e+03
534            	riser	-5.1541164e+03	-3.8687839e+03	-9.3601554e+02
535            	plate	6.0285965e+03	6.3231054e+03	1.2501889e+03
535            	riser	-5.1553864e+03	-3.8726435e+03	-9.3635527e+02
536            	plate	6.0285884e+03	6.3231315e+03	1.2501725e+03
536            	riser	-5.1554647e+03	-3.8725803e+03	-9.3635330e+02
537            	plate	6.0285790e+03	6.3231558e+03	1.2501567e+03
537            	riser	-5.1555438e+03	-3.8723031e+03	-9.3635109e+02
538            	plate	6.0285674e+03	6.3231784e+03	1.2501416e+03
538            	riser	-5.1556238e+03	-3.8717893e+03	-9.3634857e+02
539            	plate	6.0285527e+03	6.3231995e+03	1.2501271e+03
539            	riser	-5.1557047e+03	-3.8711359e+03	-9.3634560e+02
540            	plate	6.0262365e+03	6.3226059e+03	1.2498184e+03
540            	riser	-5.1568902e+03	-3.8727726e+03	-9.3663823e+02
541            	plate	6.0262119e+03	6.3226237e+03	1.2498051e+03
541            	riser	-5.1569727e+03	-3.8715709e+03	-9.3663365e+02
542            	plate	6.0261798e+03	6.3226400e+03	1.2497923e+03
542            	riser	-5.1570561e+03	-3.8696065e+03	-9.3662701e+02
543            	plate	6.0261388e+03	6.3226547e+03	1.2497802e+03
543            	riser	-5.1571403e+03	-3.8651971e+03	-9.3661419e+02
544            	plate	6.0260873e+03	6.3226678e+03	1.2497686e+03
544            	riser	-5.1572254e+03	-3.8626587e+03	-9.3660629e+02
545            	plate	6.0247844e+03	6.3227216e+03	1.2496871e+03
545            	riser	-5.1577580e+03	-3.8570012e+03	-9.3662921e+02
546            	plate	6.0247077e+03	6.3227318e+03	1.2496766e+03
546            	riser	-5.1578447e+03	-3.8589827e+03	-9.3663057e+02
547            	plate	6.0246170e+03	6.3227406e+03	1.2496667e+03
547            	riser	-5.1579322e+03	-3.8591477e+03	-9.3663354e+02
548            	plate	6.0245112e+03	6.3227481e+03	1.2496573e+03
548            	riser	-5.1580206e+03	-3.8583086e+03	-9.3663054e+02
549            	plate	6.0243895e+03	6.3227542e+03	1.2496485e+03
549            	riser	-5.1581097e+03	-3.8586124e+03	-9.3662292e+02
550            	plate	6.0223850e+03	6.3224308e+03	1.2494837e+03
550            	riser	-5.1587053e+03	-3.8631716e+03	-9.3678327e+02
551            	plate	6.0222300e+03	6.3224343e+03	1.2494759e+03
551            	riser	-5.1587960e+03	-3.8651457e+03	-9.3678629e+02
552            	plate	6.0220579e+03	6.3224366e+03	1.2494686e+03
552            	riser	-5.1588874e+03	-3.8663187e+03	-9.3678982e+02
553            	plate	6.0218689e+03	6.3224378e+03	1.2494620e+03
553            	riser	-5.1589795e+03	-3.8674152e+03	-9.3679298e+02
554            	plate	6.0216636e+03	6.3224378e+03	1.2494558e+03
554            	riser	-5.1590723e+03	-3.8680578e+03	-9.3679567e+02
555            	plate	6.0187055e+03	6.3220487e+03	1.2492737e+03
555            	riser	-5.1596469e+03	-3.8745168e+03	-9.3698609e+02
556            	plate	6.0184705e+03	6.3220467e+03	1.2492686e+03
556            	riser	-5.1597410e+03	-3.8745835e+03	-9.3698767e+02
557            	plate	6.0182224e+03	6.3220438e+03	1.2492640e+03
557            	riser	-5.1598359e+03	-3.8745670e+03	-9.3698860e+02
558            	plate	6.0179624e+03	6.3220400e+03	1.2492599e+03
558            	riser	-5.1599313e+03	-3.8743270e+03	-9.3698905e+02
559            	plate	6.0176918e+03	6.3220354e+03	1.2492563e+03
559            	riser	-5.1600273e+03	-3.8741577e+03	-9.3698905e+02
560            	plate	6.0170506e+03	6.3238216e+03	1.2498110e+03
560            	riser	-5.1580501e+03	-3.8679743e+03	-9.3633037e+02
561            	plate	6.0167633e+03	6.3238156e+03	1.2498083e+03
561            	riser	-5.1581472e+03	-3.8679799e+03	-9.3632986e+02
562            	plate	6.0164694e+03	6.3238089e+03	1.2498061e+03
562            	riser	-5.1582448e+03	-3.8680463e+03	-9.3632882e+02
563            	plate	6.0161700e+03	6.3238017e+03	1.2498044e+03
563            	riser	-5.1583428e+03	-3.8681483e+03	-9.3632741e+02
564            	plate	6.0158667e+03	6.3237940e+03	1.2498032e+03
564            	riser	-5.1584413e+03	-3.8682644e+03	-9.3632547e+02
565            	plate	6.0147618e+03	6.3255559e+03	1.2503565e+03
565            	riser	-5.1565310e+03	-3.8587557e+03	-9.3567838e+02
566            	plate	6.0144536e+03	6.3255474e+03	1.2503563e+03
566            	riser	-5.1566303e+03	-3.8588369e+03	-9.3567521e+02
567            	plate	6.0141444e+03	6.3255386e+03	1.2503566e+03
567            	riser	-5.1567299e+03	-3.8588762e+03	-9.3567121e+02
568            	plate	6.0138351e+03	6.3255297e+03	1.2503573e+03
568            	riser	-5.1568298e+03	-3.8588558e+03	-9.3566615e+02
569            	plate	6.0135267e+03	6.3255207e+03	1.2503586e+03
569            	riser	-5.1569300e+03	-3.8587737e+03	-9.3565680e+02
570            	plate	6.0120465e+03	6.3275248e+03	1.2509777e+03
570            	riser	-5.1549193e+03	-3.8433880e+03	-9.3492182e+02
571            	plate	6.0117417e+03	6.3275160e+03	1.2509801e+03
571            	riser	-5.1550199e+03	-3.8434449e+03	-9.3491558e+02
572            	plate	6.0114381e+03	6.3275074e+03	1.2509829e+03
572            	riser	-5.1551206e+03	-3.8428924e+03	-9.3491199e+02
573            	plate	6.0111361e+03	6.3274990e+03	1.2509860e+03
573            	riser	-5.1552214e+03	-3.8418720e+03	-9.3490618e+02
574            	plate	6.0108363e+03	6.3274910e+03	1.2509895e+03
574            	riser	-5.1553222e+03	-3.8410349e+03	-9.3490083e+02
575            	plate	6.0063641e+03	6.3282427e+03	1.2511507e+03
575            	riser	-5.1548170e+03	-3.8373939e+03	-9.3469759e+02
576            	plate	6.0060705e+03	6.3282356e+03	1.2511548e+03
576            	riser	-5.1549179e+03	-3.8368167e+03	-9.3469573e+02
577            	plate	6.0057808e+03	6.3282290e+03	1.2511591e+03
577            	riser	-5.1550187e+03	-3.8365822e+03	-9.3469477e+02
578            	plate	6.0054954e+03	6.3282229e+03	1.2511636e+03
578            	riser	-5.1551193e+03	-3.8363801e+03	-9.3469369e+02
579            	plate	6.0052143e+03	6.3282176e+03	1.2511684e+03
579            	riser	-5.1552199e+03	-3.8362462e+03	-9.3469227e+02
580            	plate	5.9999172e+03	6.3289828e+03	1.2512796e+03
580            	riser	-5.1550461e+03	-3.8314253e+03	-9.3452805e+02
581            	plate	5.9996455e+03	6.3289795e+03	1.2512849e+03
581            	riser	-5.1551463e+03	-3.8313978e+03	-9.3452518e+02
582            	plate	5.9993790e+03	6.3289774e+03	1.2512906e+03
582            	riser	-5.1552461e+03	-3.8314354e+03	-9.3452183e+02
583            	plate	5.9991179e+03	6.3289765e+03	1.2512966e+03
583            	riser	-5.1553457e+03	-3.8315024e+03	-9.3451784e+02
584            	plate	5.9988627e+03	6.3289769e+03	1.2513029e+03
584            	riser	-5.1554449e+03	-3.8315685e+03	-9.3451344e+02
585            	plate	5.9930785e+03	6.3297033e+03	1.2513579e+03
585            	riser	-5.1556147e+03	-3.8254518e+03	-9.3438994e+02
586            	plate	5.9928376e+03	6.3297062e+03	1.2513646e+03
586            	riser	-5.1557131e+03	-3.8254228e+03	-9.3438495e+02
587            	plate	5.9926050e+03	6.3297105e+03	1.2513716e+03
587            	riser	-5.1558110e+03	-3.8253072e+03	-9.3437962e+02
588            	plate	5.9923813e+03	6.3297160e+03	1.2513788e+03
588            	riser	-5.1559084e+03	-3.8250972e+03	-9.3437400e+02
589            	plate	5.9921667e+03	6.3297229e+03	1.2513863e+03
589            	riser	-5.1560052e+03	-3.8248051e+03	-9.3436829e+02
590            	plate	5.9860540e+03	6.3304396e+03	1.2513956e+03
590            	riser	-5.1564230e+03	-3.8180645e+03	-9.3428646e+02
591            	plate	5.9858587e+03	6.3304492e+03	1.2514034e+03
591            	riser	-5.1565186e+03	-3.8177389e+03	-9.3428065e+02
592            	plate	5.9856732e+03	6.3304602e+03	1.2514114e+03
592            	riser	-5.1566136e+03	-3.8174427e+03	-9.3427473e+02
593            	plate	5.9854975e+03	6.3304726e+03	1.2514195e+03
593            	riser	-5.1567080e+03	-3.8171727e+03	-9.3426865e+02
594            	plate	5.9853318e+03	6.3304864e+03	1.2514278e+03
594            	riser	-5.1568015e+03	-3.8169370e+03	-9.3426240e+02
595            	plate	5.9795436e+03	6.3312005e+03	1.2514361e+03
595            	riser	-5.1571962e+03	-3.8112937e+03	-9.3418966e+02
596            	plate	5.9793973e+03	6.3312172e+03	1.2514447e+03
596            	riser	-5.1572883e+03	-3.8111562e+03	-9.3418325e+02
597            	plate	5.9792606e+03	6.3312353e+03	1.2514534e+03
597            	riser	-5.1573795e+03	-3.8110556e+03	-9.3417679e+02
598            	plate	5.9791333e+03	6.3312548e+03	1.2514621e+03
598            	riser	-5.1574699e+03	-3.8109836e+03	-9.3417026e+02
599            	plate	5.9790153e+03	6.3312757e+03	1.2514710e+03
599            	riser	-5.1575594e+03	-3.8109350e+03	-9.3416368e+02
600            	plate	5.9736395e+03	6.3318883e+03	1.2514804e+03
600            	riser	-5.1579242e+03	-3.8062087e+03	-9.3410105e+02
601            	plate	5.9735395e+03	6.3319120e+03	1.2514894e+03
601            	riser	-5.1580119e+03	-3.8061964e+03	-9.3409437e+02
602            	plate	5.9734482e+03	6.3319371e+03	1.2514985e+03
602            	riser	-5.1580987e+03	-3.8061966e+03	-9.3408785e+02
603            	plate	5.9733654e+03	6.3319635e+03	1.2515076e+03
603            	riser	-5.1581844e+03	-3.8062044e+03	-9.3408148e+02
604            	plate	5.9732908e+03	6.3319912e+03	1.2515168e+03
604            	riser	-5.1582693e+03	-3.8062127e+03	-9.3407516e+02
605            	plate	5.9678261e+03	6.3322807e+03	1.2514627e+03
605            	riser	-5.1588757e+03	-3.8029518e+03	-9.3409375e+02
606            	plate	5.9677671e+03	6.3323110e+03	1.2514720e+03
606            	riser	-5.1589585e+03	-3.8029391e+03	-9.3408732e+02
607            	plate	5.9677154e+03	6.3323425e+03	1.2514813e+03
607            	riser	-5.1590403e+03	-3.8029078e+03	-9.3408097e+02
608            	plate	5.9676707e+03	6.3323751e+03	1.2514906e+03
608            	riser	-5.1591210e+03	-3.8028589e+03	-9.3407505e+02
609            	plate	5.9676326e+03	6.3324089e+03	1.2514999e+03
609            	riser	-5.1592007e+03	-3.8027971e+03	-9.3406940e+02
610            	plate	5.9625559e+03	6.3324193e+03	1.2513827e+03
610            	riser	-5.1599998e+03	-3.8014802e+03	-9.3416636e+02
611            	plate	5.9625300e+03	6.3324552e+03	1.2513920e+03
611            	riser	-5.1600773e+03	-3.8014191e+03	-9.3416073e+02
612            	plate	5.9625096e+03	6.3324920e+03	1.2514012e+03
612            	riser	-5.1601538e+03	-3.8013716e+03	-9.3415468e+02
613            	plate	5.9624945e+03	6.3325296e+03	1.2514105e+03
613            	riser	-5.1602291e+03	-3.8013454e+03	-9.3414901e+02
614            	plate	5.9624842e+03	6.3325681e+03	1.2514197e+03
614            	riser	-5.1603034e+03	-3.8013446e+03	-9.3414373e+02
615            	plate	5.9581583e+03	6.3323072e+03	1.2512498e+03
615            	riser	-5.1612036e+03	-3.8025369e+03	-9.3431881e+02
616            	plate	5.9581564e+03	6.3323471e+03	1.2512589e+03
616            	riser	-5.1612758e+03	-3.8025910e+03	-9.3431408e+02
617            	plate	5.9581581e+03	6.3323876e+03	1.2512679e+03
617            	riser	-5.1613468e+03	-3.8026703e+03	-9.3430947e+02
618            	plate	5.9581632e+03	6.3324287e+03	1.2512769e+03
618            	riser	-5.1614168e+03	-3.8027728e+03	-9.3430487e+02
619            	plate	5.9581712e+03	6.3324702e+03	1.2512858e+03
619            	riser	-5.1614857e+03	-3.8028965e+03	-9.3430090e+02
620            	plate	5.9545231e+03	6.3319427e+03	1.2510690e+03
620            	riser	-5.1624682e+03	-3.8061441e+03	-9.3456192e+02
621            	plate	5.9545363e+03	6.3319849e+03	1.2510777e+03
621            	riser	-5.1625350e+03	-3.8063037e+03	-9.3455888e+02
622            	plate	5.9545518e+03	6.3320273e+03	1.2510863e+03
622            	riser	-5.1626008e+03	-3.8064784e+03	-9.3455599e+02
623            	plate	5.9545692e+03	6.3320699e+03	1.2510948e+03
623            	riser	-5.1626655e+03	-3.8066660e+03	-9.3455294e+02
624            	plate	5.9545883e+03	6.3321125e+03	1.2511032e+03
624            	riser	-5.1627293e+03	-3.8068651e+03	-9.3454948e+02
625            	plate	5.9517283e+03	6.3314667e+03	1.2508714e+03
625            	riser	-5.1637226e+03	-3.8107377e+03	-9.3484077e+02
626            	plate	5.9517502e+03	6.3315092e+03	1.2508795e+03
626            	riser	-5.1637844e+03	-3.8109545e+03	-9.3483838e+02
627            	plate	5.9517734e+03	6.3315515e+03	1.2508874e+03
627            	riser	-5.1638453e+03	-3.8111776e+03	-9.3483660e+02
628            	plate	5.9517976e+03	6.3315935e+03	1.2508951e+03
628            	riser	-5.1639053e+03	-3.8114047e+03	-9.3483520e+02
629            	plate	5.9518228e+03	6.3316353e+03	1.2509026e+03
629            	riser	-5.1639643e+03	-3.8116337e+03	-9.3483386e+02
630            	plate	5.9487804e+03	6.3304273e+03	1.2504867e+03
630            	riser	-5.1656343e+03	-3.8173761e+03	-9.3533931e+02
631            	plate	5.9488075e+03	6.3304682e+03	1.2504935e+03
631            	riser	-5.1656917e+03	-3.8176033e+03	-9.3533576e+02
632            	plate	5.9488355e+03	6.3305084e+03	1.2504997e+03
632            	riser	-5.1657482e+03	-3.8178271e+03	-9.3533259e+02
633            	plate	5.9488642e+03	6.3305481e+03	1.2505053e+03
633            	riser	-5.1658039e+03	-3.8180459e+03	-9.3533048e+02
634            	plate	5.9488938e+03	6.3305871e+03	1.2505098e+03
634            	riser	-5.1658589e+03	-3.8182587e+03	-9.3532947e+02
635            	plate	5.9467199e+03	6.3295818e+03	1.2501772e+03
635            	riser	-5.1671701e+03	-3.8233331e+03	-9.3574794e+02
636            	plate	5.9467510e+03	6.3296192e+03	1.2501770e+03
636            	riser	-5.1672237e+03	-3.8235307e+03	-9.3574777e+02
637            	plate	5.9467829e+03	6.3296557e+03	1.2501696e+03
637            	riser	-5.1672766e+03	-3.8237195e+03	-9.3574682e+02
638            	plate	5.9468156e+03	6.3296914e+03	1.2501583e+03
638            	riser	-5.1673288e+03	-3.8238994e+03	-9.3574522e+02
639            	plate	5.9468492e+03	6.3297260e+03	1.2501669e+03
639            	riser	-5.1673804e+03	-3.8240693e+03	-9.3575741e+02
640            	plate	5.9443851e+03	6.3280012e+03	1.2495518e+03
640            	riser	-5.1697403e+03	-3.8322354e+03	-9.3650260e+02
641            	plate	5.9444205e+03	6.3280479e+03	1.2495682e+03
641            	riser	-5.1697908e+03	-3.8323825e+03	-9.3651993e+02
642            	plate	5.9444567e+03	6.3280947e+03	1.2495854e+03
642            	riser	-5.1698409e+03	-3.8325211e+03	-9.3653812e+02
643            	plate	5.9444939e+03	6.3281414e+03	1.2496028e+03
643            	riser	-5.1698904e+03	-3.8326531e+03	-9.3655127e+02
644            	plate	5.9445321e+03	6.3281878e+03	1.2496204e+03
644            	riser	-5.1699396e+03	-3.8327806e+03	-9.3657064e+02
645            	plate	5.9427431e+03	6.3285932e+03	1.2496564e+03
645            	riser	-5.1695202e+03	-3.8413492e+03	-9.3680231e+02
646            	plate	5.9427833e+03	6.3286391e+03	1.2496740e+03
646            	riser	-5.1695686e+03	-3.8414823e+03	-9.3681614e+02
647            	plate	5.9428246e+03	6.3286845e+03	1.2496914e+03
647            	riser	-5.1696167e+03	-3.8416043e+03	-9.3682295e+02
648            	plate	5.9428670e+03	6.3287295e+03	1.2497088e+03
648            	riser	-5.1696645e+03	-3.8417200e+03	-9.3682594e+02
649            	plate	5.9429104e+03	6.3287739e+03	1.2497262e+03
649            	riser	-5.1697121e+03	-3.8418381e+03	-9.3682901e+02
650            	plate	5.9414054e+03	6.3283816e+03	1.2495277e+03
650            	riser	-5.1701617e+03	-3.8523523e+03	-9.3724997e+02
651            	plate	5.9414512e+03	6.3284246e+03	1.2495449e+03
651            	riser	-5.1702089e+03	-3.8524989e+03	-9.3725437e+02
652            	plate	5.9414981e+03	6.3284670e+03	1.2495618e+03
652            	riser	-5.1702559e+03	-3.8526553e+03	-9.3725811e+02
653            	plate	5.9415463e+03	6.3285085e+03	1.2495784e+03
653            	riser	-5.1703028e+03	-3.8528162e+03	-9.3726055e+02
654            	plate	5.9415956e+03	6.3285493e+03	1.2495947e+03
654            	riser	-5.1703496e+03	-3.8529774e+03	-9.3726105e+02
655            	plate	5.9403630e+03	6.3275507e+03	1.2492214e+03
655            	riser	-5.1714092e+03	-3.8660638e+03	-9.3782697e+02
656            	plate	5.9404148e+03	6.3275896e+03	1.2492371e+03
656            	riser	-5.1714560e+03	-3.8662123e+03	-9.3782577e+02
657            	plate	5.9404678e+03	6.3276276e+03	1.2492524e+03
657            	riser	-5.1715028e+03	-3.8663505e+03	-9.3782343e+02
658            	plate	5.9405221e+03	6.3276645e+03	1.2492674e+03
658            	riser	-5.1715496e+03	-3.8664793e+03	-9.3782229e+02
659            	plate	5.9405776e+03	6.3277004e+03	1.2492821e+03
659            	riser	-5.1715964e+03	-3.8666023e+03	-9.3782237e+02
660            	plate	5.9396448e+03	6.3263671e+03	1.2488205e+03
660            	riser	-5.1729122e+03	-3.8823845e+03	-9.3846734e+02
661            	plate	5.9397029e+03	6.3264009e+03	1.2488345e+03
661            	riser	-5.1729593e+03	-3.8825019e+03	-9.3846916e+02
662            	plate	5.9397623e+03	6.3264336e+03	1.2488483e+03
662            	riser	-5.1730065e+03	-3.8826191e+03	-9.3847079e+02
663            	plate	5.9398228e+03	6.3264652e+03	1.2488616e+03
663            	riser	-5.1730539e+03	-3.8827384e+03	-9.3847133e+02
664            	plate	5.9398847e+03	6.3264957e+03	1.2488747e+03
664            	riser	-5.1731014e+03	-3.8828622e+03	-9.3847257e+02
665            	plate	5.9392646e+03	6.3250015e+03	1.2483795e+03
665            	riser	-5.1744594e+03	-3.9012850e+03	-9.3914811e+02
666            	plate	5.9393290e+03	6.3250297e+03	1.2483920e+03
666            	riser	-5.1745073e+03	-3.9014254e+03	-9.3915163e+02
667            	plate	5.9393946e+03	6.3250568e+03	1.2484043e+03
667            	riser	-5.1745555e+03	-3.9015781e+03	-9.3915589e+02
668            	plate	5.9394614e+03	6.3250827e+03	1.2484162e+03
668            	riser	-5.1746039e+03	-3.9017460e+03	-9.3916077e+02
669            	plate	5.9395295e+03	6.3251075e+03	1.2484279e+03
669            	riser	-5.1746525e+03	-3.9019316e+03	-9.3916610e+02
670            	plate	5.9392638e+03	6.3235839e+03	1.2479398e+03
670            	riser	-5.1759206e+03	-3.9222168e+03	-9.3983354e+02
671            	plate	5.9393343e+03	6.3236064e+03	1.2479510e+03
671            	riser	-5.1759697e+03	-3.9224443e+03	-9.3983955e+02
672            	plate	5.9394060e+03	6.3236278e+03	1.2479619e+03
672            	riser	-5.1760192e+03	-3.9226952e+03	-9.3984579e+02
673            	plate	5.9394789e+03	6.3236481e+03	1.2479726e+03
673            	riser	-5.1760689e+03	-3.9229708e+03	-9.3985205e+02
674            	plate	5.9395529e+03	6.3236674e+03	1.2479830e+03
674            	riser	-5.1761189e+03	-3.9232721e+03	-9.3985841e+02
675            	plate	5.9396852e+03	6.3222152e+03	1.2475326e+03
675            	riser	-5.1772183e+03	-3.9352084e+03	-9.4048168e+02
676            	plate	5.9397616e+03	6.3222323e+03	1.2475425e+03
676            	riser	-5.1772688e+03	-3.9351748e+03	-9.4048877e+02
677            	plate	5.9398392e+03	6.3222484e+03	1.2475523e+03
677            	riser	-5.1773197e+03	-3.9351412e+03	-9.4049669e+02
678            	plate	5.9399179e+03	6.3222634e+03	1.2475618e+03
678            	riser	-5.1773707e+03	-3.9351076e+03	-9.4050522e+02
679            	plate	5.9399978e+03	6.3222775e+03	1.2475712e+03
679            	riser	-5.1774220e+03	-3.9350740e+03	-9.4051427e+02
680            	plate	5.9405553e+03	6.3209666e+03	1.2471785e+03
680            	riser	-5.1783122e+03	-3.9351071e+03	-9.4107127e+02
681            	plate	5.9406374e+03	6.3209788e+03	1.2471875e+03
681            	riser	-5.1783639e+03	-3.9350736e+03	-9.4108113e+02
682            	plate	5.9407207e+03	6.3209902e+03	1.2471962e+03
682            	riser	-5.1784159e+03	-3.9350402e+03	-9.4109132e+02
683            	plate	5.9408051e+03	6.3210006e+03	1.2472048e+03
683            	riser	-5.1784681e+03	-3.9350069e+03	-9.4110179e+02
684            	plate	5.9408905e+03	6.3210103e+03	1.2472131e+03
684            	riser	-5.1785205e+03	-3.9349738e+03	-9.4111250e+02
685            	plate	5.9418866e+03	6.3198843e+03	1.2468902e+03
685            	riser	-5.1791854e+03	-3.9349165e+03	-9.4158678e+02
686            	plate	5.9419743e+03	6.3198923e+03	1.2468982e+03
686            	riser	-5.1792381e+03	-3.9348836e+03	-9.4159797e+02
687            	plate	5.9420630e+03	6.3198997e+03	1.2469061e+03
687            	riser	-5.1792909e+03	-3.9348508e+03	-9.4160970e+02
688            	plate	5.9421528e+03	6.3199064e+03	1.2469138e+03
688            	riser	-5.1793439e+03	-3.9348182e+03	-9.4162189e+02
689            	plate	5.9422437e+03	6.3199124e+03	1.2469213e+03
689            	riser	-5.1793969e+03	-3.9347857e+03	-9.4163445e+02
690            	plate	5.9436787e+03	6.3189940e+03	1.2466736e+03
690            	riser	-5.1798353e+03	-3.9346306e+03	-9.4201919e+02
691            	plate	5.9437716e+03	6.3189989e+03	1.2466808e+03
691            	riser	-5.1798883e+03	-3.9345985e+03	-9.4203234e+02
692            	plate	5.9438656e+03	6.3190031e+03	1.2466879e+03
692            	riser	-5.1799413e+03	-3.9345666e+03	-9.4204572e+02
693            	plate	5.9439606e+03	6.3190069e+03	1.2466948e+03
693            	riser	-5.1799942e+03	-3.9345349e+03	-9.4205931e+02
694            	plate	5.9440565e+03	6.3190102e+03	1.2467016e+03
694            	riser	-5.1800471e+03	-3.9345034e+03	-9.4207308e+02
695            	plate	5.9459164e+03	6.3183511e+03	1.2465294e+03
695            	riser	-5.1802685e+03	-3.9342512e+03	-9.4236660e+02
696            	plate	5.9460143e+03	6.3183754e+03	1.2465359e+03
696            	riser	-5.1803211e+03	-3.9342201e+03	-9.4238111e+02
697            	plate	5.9461131e+03	6.3183986e+03	1.2465423e+03
697            	riser	-5.1803736e+03	-3.9341892e+03	-9.4239593e+02
698            	plate	5.9462128e+03	6.3184206e+03	1.2465485e+03
698            	riser	-5.1804260e+03	-3.9341585e+03	-9.4241103e+02
699            	plate	5.9463134e+03	6.3184415e+03	1.2465547e+03
