t_h, Q_in_kW, Q_removed_kW, T_plate_C
7.250000000000000000e+01,5.453359398773427813e+01,5.411490968987929051e+01,3.552695669171002351e+02
7.275000000000000000e+01,5.459413332628616899e+01,5.418281318436415717e+01,3.554758365841133809e+02
7.300000000000000000e+01,5.465351778995096765e+01,5.424957742750733303e+01,3.556784782144413271e+02
7.325000000000000000e+01,5.471174229074384243e+01,5.431519696839926326e+01,3.558774841109635645e+02
7.350000000000000000e+01,5.476880184006412122e+01,5.437966645739971483e+01,3.560728467553586256e+02
7.375000000000000000e+01,5.482469154912264742e+01,5.444298064652947744e+01,3.562645588071753195e+02
7.400000000000000000e+01,5.487940662936071590e+01,5.450513438985314707e+01,3.564526131029217026e+02
7.425000000000000000e+01,5.493294239286029779e+01,5.456612264385297806e+01,3.566370026551715000e+02
7.450000000000000000e+01,5.498529425274570315e+01,5.462594046779369705e+01,3.568177206516887736e+02
7.475000000000000000e+01,5.503645772357660348e+01,5.468458302407930205e+01,3.569947604545706099e+02
7.500000000000000000e+01,5.508642842173232879e+01,5.474204557860050357e+01,3.571681155994076562e+02
7.525000000000000000e+01,5.513520206578742489e+01,5.479832350078726222e+01,3.573377797944629037e+02
7.550000000000000000e+01,5.518277447687850668e+01,5.485341226513139645e+01,3.575037469200094051e+02
7.575000000000000000e+01,5.522914157906231480e+01,5.490730744964317722e+01,3.576660110270988184e+02
7.600000000000000000e+01,5.527429939966487638e+01,5.496000473746494919e+01,3.578245663372665604e+02
7.625000000000000000e+01,5.531824406962192597e+01,5.501149991683389828e+01,3.579794072416141262e+02
7.650000000000000000e+01,5.536097182381042359e+01,5.506178888137790040e+01,3.581305283000774580e+02
7.675000000000000000e+01,5.540247900137108417e+01,5.511086763040221115e+01,3.582779242407127640e+02
7.700000000000000000e+01,5.544276204602206093e+01,5.515873226916799155e+01,3.584215899590001868e+02
7.725000000000000000e+01,5.548181750636366871e+01,5.520537900916165341e+01,3.585615205171645812e+02
7.750000000000000000e+01,5.551964203617407634e+01,5.525080416835570674e+01,3.586977111435138568e+02
7.775000000000000000e+01,5.555623239469596797e+01,5.529500417146078917e+01,3.588301572317944874e+02
7.800000000000000000e+01,5.559158544691429427e+01,5.533797555016879954e+01,3.589588543405640735e+02
7.825000000000000000e+01,5.562569816382478649e+01,5.537971494338756173e+01,3.590837981925808435e+02
7.850000000000000000e+01,5.565856762269353197e+01,5.542021909746600272e+01,3.592049846742099817e+02
7.875000000000000000e+01,5.569019100730738359e+01,5.545948486641134423e+01,3.593224098348468374e+02
7.900000000000000000e+01,5.572056560821522453e+01,5.549750921209682986e+01,3.594360698863565631e+02
7.925000000000000000e+01,5.574968882296013817e+01,5.553428920446054207e+01,3.595459612025301226e+02
7.950000000000000000e+01,5.577755815630236214e+01,5.556982202169577079e+01,3.596520803185568980e+02
7.975000000000000000e+01,5.580417122043311196e+01,5.560410495043208101e+01,3.597544239305132692e+02
8.000000000000000000e+01,5.582952573517910366e+01,5.563713538590734231e+01,3.598529888948673374e+02
8.025000000000000000e+01,5.585361952819799569e+01,5.566891083213123181e+01,3.599477722279995646e+02
8.050000000000000000e+01,5.587645053516442317e+01,5.569942890203939356e+01,3.600387711057394426e+02
8.075000000000000000e+01,5.589801679994695860e+01,5.572868731763853134e+01,3.601259828629175672e+02
8.100000000000000000e+01,5.591831647477562939e+01,5.575668391014281866e+01,3.602094049929334574e+02
8.125000000000000000e+01,5.593734782040029074e+01,5.578341662010101487e+01,3.602890351473388364e+02
8.150000000000000000e+01,5.595510920623961226e+01,5.580888349751440103e+01,3.603648711354361467e+02
8.175000000000000000e+01,5.597159911052079906e+01,5.583308270194604006e+01,3.604369109238925830e+02
8.200000000000000000e+01,5.598681612040996924e+01,5.585601250262059381e+01,3.605051526363689050e+02
8.225000000000000000e+01,5.600075893213317357e+01,5.587767127851499538e+01,3.605695945531633697e+02
8.250000000000000000e+01,5.601342635108817092e+01,5.589805751844043158e+01,3.606302351108707285e+02
8.275000000000000000e+01,5.602481729194671800e+01,5.591716982111458378e+01,3.606870729020557746e+02
8.300000000000000000e+01,5.603493077874759365e+01,5.593500689522527836e+01,3.607401066749417282e+02
8.325000000000000000e+01,5.604376594498017994e+01,5.595122270285354205e+01,3.607893353331130584e+02
8.350000000000000000e+01,5.605132203365874943e+01,5.596656274519305896e+01,3.608349278328451533e+02
8.375000000000000000e+01,5.605759839738730932e+01,5.598061496288474359e+01,3.608766854776807804e+02
8.400000000000000000e+01,5.606259449841503795e+01,5.599338005394519513e+01,3.609146122580298766e+02
8.425000000000000000e+01,5.606630990868240616e+01,5.600485857134371770e+01,3.609487115554872503e+02
8.450000000000000000e+01,5.606874430985780577e+01,5.601505096494825153e+01,3.609789862683324486e+02
8.475000000000000000e+01,5.606989749336487705e+01,5.602395761659013118e+01,3.610054389163826727e+02
8.500000000000000000e+01,5.603263585745420983e+01,5.603157886937104593e+01,3.610280717285838818e+02
8.525000000000000000e+01,5.597046598219078817e+01,5.603175422781933435e+01,3.610285924660012142e+02
8.550000000000000000e+01,5.590842549267721040e+01,5.602158687063553089e+01,3.609983981021753152e+02
8.575000000000000000e+01,5.584651411964043177e+01,5.600281728682213611e+01,3.609426478391017099e+02
8.600000000000000000e+01,5.578473159436778417e+01,5.597689882989217836e+01,3.608656432740563105e+02
8.625000000000000000e+01,5.572307764870585345e+01,5.594504424886542893e+01,3.607709698604949722e+02
8.650000000000000000e+01,5.566155201505928574e+01,5.590860894811409310e+01,3.606616154449185387e+02
8.675000000000000000e+01,5.560015442638965766e+01,5.586769031219201054e+01,3.605398999863365361e+02
8.700000000000000000e+01,5.553888461621427552e+01,5.582340229383834895e+01,3.604080953345708735e+02
8.725000000000000000e+01,5.547774231860505267e+01,5.577632868567078361e+01,3.602679244064430577e+02
8.750000000000000000e+01,5.541672726818732997e+01,5.572695575694183390e+01,3.601208223755695599e+02
8.775000000000000000e+01,5.535583920013874604e+01,5.567568848600344467e+01,3.599679847186494612e+02
8.800000000000000000e+01,5.529507785018807908e+01,5.562286411511897910e+01,3.598104072646400482e+02
8.825000000000000000e+01,5.523444295461410292e+01,5.556876346044403903e+01,3.596489195659965503e+02
8.850000000000000000e+01,5.517393425024442877e+01,5.551362034304967352e+01,3.594842126979183945e+02
8.875000000000000000e+01,5.511355147445436842e+01,5.545762944926422477e+01,3.593168624112921634e+02
8.900000000000000000e+01,5.505329436516580444e+01,5.540095287939973190e+01,3.591473484131456075e+02
8.925000000000000000e+01,5.499316266084606752e+01,5.534372560211534875e+01,3.589760704207949971e+02
8.950000000000000000e+01,5.493315610050674991e+01,5.528605999629516532e+01,3.588033615288369447e+02
8.975000000000000000e+01,5.487327442370262531e+01,5.522804963249301125e+01,3.586294993385306498e+02
9.000000000000000000e+01,5.481351737053048367e+01,5.516977242092082889e+01,3.584547152242072343e+02
9.025000000000000000e+01,5.475388468162801558e+01,5.511129323192466245e+01,3.582792020487854643e+02
9.050000000000000000e+01,5.469437609817270385e+01,5.505266607727779871e+01,3.581031205882792392e+02
9.075000000000000000e+01,5.463499136188066529e+01,5.499393592589532886e+01,3.579266048816650141e+02
9.100000000000000000e+01,5.457573021500556365e+01,5.493514021527550284e+01,3.577497666862160486e+02
9.125000000000000000e+01,5.451659240033745846e+01,5.487631010971194456e+01,3.575726991882069683e+02
9.150000000000000000e+01,5.445757766120171084e+01,5.481747154776711284e+01,3.573954800937447658e+02
9.175000000000000000e+01,5.439868574145788216e+01,5.475864611465384968e+01,3.572181742035496086e+02
9.200000000000000000e+01,5.433991638549858294e+01,5.469985176718840592e+01,3.570408355579460817e+02
9.225000000000000000e+01,5.428126933824838574e+01,5.464110344033337441e+01,3.568635092246974523e+02
9.250000000000000000e+01,5.422274434516272379e+01,5.458241354947396218e+01,3.566862327880187991e+02
9.275000000000000000e+01,5.416434115222678258e+01,5.452379241019284706e+01,3.565090375901376092e+02
9.300000000000000000e+01,5.410605950595438429e+01,5.446524858765601351e+01,3.563319497660468187e+02
9.325000000000000000e+01,5.404789915338690776e+01,5.440678918768456640e+01,3.561549911061283069e+02
9.350000000000000000e+01,5.398985984209218003e+01,5.434842009927634621e+01,3.559781797753757928e+02
9.375000000000000000e+01,5.393194132016336795e+01,5.429014619670046926e+01,3.558015309131365598e+02
9.400000000000000000e+01,5.387414333621790519e+01,5.423197150792594101e+01,3.556250571332877826e+02
9.425000000000000000e+01,5.381646563939641226e+01,5.417389935501104503e+01,3.554487689414347074e+02
9.450000000000000000e+01,5.375890797936155252e+01,5.411593247113665939e+01,3.552726750829431808e+02
9.475000000000000000e+01,5.370147010629702322e+01,5.405807309818248996e+01,3.550967828333143075e+02
9.500000000000000000e+01,5.364415177090639020e+01,5.400032306809239913e+01,3.549210982404863444e+02
9.525000000000000000e+01,5.358695272441208601e+01,5.394268387073039150e+01,3.547456263270503882e+02
9.550000000000000000e+01,5.352987271855424467e+01,5.388515671047888844e+01,3.545703712590356531e+02
9.575000000000000000e+01,5.347291150558972106e+01,5.382774255345344017e+01,3.543953364868102653e+02
9.600000000000000000e+01,5.341606883829091856e+01,5.377044216734632442e+01,3.542205248627208221e+02
9.625000000000000000e+01,5.335934446994480140e+01,5.371325615241327966e+01,3.540459387391019277e+02
9.650000000000000000e+01,5.330273815435175777e+01,5.365618497185368341e+01,3.538715800510191798e+02
9.675000000000000000e+01,5.324624964582454822e+01,5.359922897264829800e+01,3.536974503840446005e+02
9.700000000000000000e+01,5.318987869918728961e+01,5.354238840521342269e+01,3.535235510317654075e+02
9.725000000000000000e+01,5.313362506977432531e+01,5.348566343935836898e+01,3.533498830436095659e+02
9.750000000000000000e+01,5.307748851342917362e+01,5.342905417760982090e+01,3.531764472648092124e+02
9.775000000000000000e+01,5.302146878650350459e+01,5.337256066633963059e+01,3.530032443697990061e+02
9.800000000000000000e+01,5.296556564585605997e+01,5.331618290505883806e+01,3.528302748901317614e+02
9.825000000000000000e+01,5.290977884885158744e+01,5.325992085489851746e+01,3.526575392378148877e+02
9.850000000000000000e+01,5.285410815335980317e+01,5.320377444211175799e+01,3.524850377244678725e+02
9.875000000000000000e+01,5.279855331775434024e+01,5.314774356816469236e+01,3.523127705787542823e+02
9.900000000000000000e+01,5.274311410091169705e+01,5.309182811100609456e+01,3.521407379588413846e+02
9.925000000000000000e+01,5.268779026221018569e+01,5.303602792970976054e+01,3.519689399642342096e+02
9.950000000000000000e+01,5.263258156152887324e+01,5.298034286763846978e+01,3.517973766453216626e+02
9.975000000000000000e+01,5.257748775924659412e+01,5.292477275622227495e+01,3.516260480113633662e+02
1.000000000000000000e+02,5.252250861624086298e+01,5.286931741245469141e+01,3.514549540366147653e+02
1.002500000000000000e+02,5.246764389388682304e+01,5.281397664812170234e+01,3.512840946676851104e+02
1.005000000000000000e+02,5.241289335405625849e+01,5.275875026620046526e+01,3.511134698263481937e+02
1.007500000000000000e+02,5.235825675911653576e+01,5.270363806529332606e+01,3.509430794141267143e+02
1.010000000000000000e+02,5.230373387192956613e+01,5.264863983326697650e+01,3.507729233146918091e+02
1.012500000000000000e+02,5.224932445585079677e+01,5.259375536263318907e+01,3.506030013993957368e+02
1.015000000000000000e+02,5.219502827472814488e+01,5.253898443588521872e+01,3.504333135252265379e+02
1.017500000000000000e+02,5.214084509290103853e+01,5.248432683512773167e+01,3.502638595399864130e+02
1.020000000000000000e+02,5.208677467519932236e+01,5.242978243045680387e+01,3.500946392827253248e+02
1.022500000000000000e+02,5.203281678694227708e+01,5.237534933510347912e+01,3.499256525406325977e+02
1.025000000000000000e+02,5.197897119393758913e+01,5.232103058809276064e+01,3.497568999148180069e+02
1.027500000000000000e+02,5.192523766248035599e+01,5.226682423694429502e+01,3.495883803938028223e+02
1.030000000000000000e+02,5.187161595935203451e+01,5.221273006115008997e+01,3.494200938128830103e+02
1.032500000000000000e+02,5.181810585181946038e+01,5.215874783864601483e+01,3.492520400010924959e+02
1.035000000000000000e+02,5.176470710763381078e+01,5.210487734614056876e+01,3.490842187822090068e+02
1.037500000000000000e+02,5.171141949502961666e+01,5.205111835939050735e+01,3.489166299755973455e+02
1.040000000000000000e+02,5.165824278272376802e+01,5.199747065343090213e+01,3.487492733969163510e+02
1.042500000000000000e+02,5.160517673991446941e+01,5.194393400276878481e+01,3.485821488587122303e+02
1.045000000000000000e+02,5.155222113628026648e+01,5.189050818154449018e+01,3.484152561709156544e+02
1.047500000000000000e+02,5.149937574197905121e+01,5.183719296366708562e+01,3.482485951412591589e+02
1.050000000000000000e+02,5.144664032764705297e+01,5.178398812292771680e+01,3.480821655756273003e+02
1.052500000000000000e+02,5.139401466439782951e+01,5.173089343309460020e+01,3.479159672783501946e+02
1.055000000000000000e+02,5.134149852382132906e+01,5.167790866799234806e+01,3.477500000524502184e+02
1.057500000000000000e+02,5.128909167798280322e+01,5.162503360156843968e+01,3.475842636998487478e+02
1.060000000000000000e+02,5.123679389942191165e+01,5.157226800794882138e+01,3.474187580215398725e+02
1.062500000000000000e+02,5.118460496115168468e+01,5.151961166148432625e+01,3.472534828177361987e+02
1.065000000000000000e+02,5.113252463665754988e+01,5.146706433678977533e+01,3.470884378879912333e+02
1.067500000000000000e+02,5.108055269989636571e+01,5.141462580877594490e+01,3.469236230313020997e+02
1.070000000000000000e+02,5.102868892529538414e+01,5.136229585267720665e+01,3.467590380461959398e+02
1.072500000000000000e+02,5.097693308775134824e+01,5.131007424407358286e+01,3.465946827308022762e+02
1.075000000000000000e+02,5.092528496262947613e+01,5.125796075890995240e+01,3.464305568829140043e+02
1.077500000000000000e+02,5.087374432576245908e+01,5.120595517351134873e+01,3.462666603000383816e+02
1.080000000000000000e+02,5.082231095344953076e+01,5.115405726459611913e+01,3.461029927794401715e+02
1.082500000000000000e+02,5.077098462245551502e+01,5.110226680928663967e+01,3.459395541181776821e+02
1.085000000000000000e+02,5.071976511000976018e+01,5.105058358511806915e+01,3.457763441131330069e+02
1.087500000000000000e+02,5.066865219380531471e+01,5.099900737004577422e+01,3.456133625610376043e+02
1.090000000000000000e+02,5.061764565199781885e+01,5.094753794245119138e+01,3.454506092584936709e+02
1.092500000000000000e+02,5.056674526320462348e+01,5.089617508114670841e+01,3.452880840019922175e+02
1.095000000000000000e+02,5.051595080650385228e+01,5.084491856537979260e+01,3.451257865879280757e+02
1.097500000000000000e+02,5.046526206143335003e+01,5.079376817483586848e+01,3.449637168126128017e+02
1.100000000000000000e+02,5.041467880798981582e+01,5.074272368964086155e+01,3.448018744722850784e+02
1.102500000000000000e+02,5.036420082662779407e+01,5.069178489036339386e+01,3.446402593631200375e+02
1.105000000000000000e+02,5.031382789825873658e+01,5.064095155801601322e+01,3.444788712812365361e+02
1.107500000000000000e+02,5.026355980425007886e+01,5.059022347405632303e+01,3.443177100227036931e+02
1.110000000000000000e+02,5.021339632642424533e+01,5.053960042038798406e+01,3.441567753835461190e+02
1.112500000000000000e+02,5.016333724705773278e+01,5.048908217936094900e+01,3.439960671597485202e+02
1.115000000000000000e+02,5.011338234888013687e+01,5.043866853377180348e+01,3.438355851472592803e+02
1.117500000000000000e+02,5.006353141507326399e+01,5.038835926686405031e+01,3.436753291419939274e+02
1.120000000000000000e+02,5.001378422927011513e+01,5.033815416232765472e+01,3.435152989398374643e+02
1.122500000000000000e+02,4.996414057555402621e+01,5.028805300429924330e+01,3.433554943366468706e+02
1.125000000000000000e+02,4.991460023845766614e+01,5.023805557736143612e+01,3.431959151282528637e+02
1.127500000000000000e+02,4.986516300296213444e+01,5.018816166654264066e+01,3.430365611104616050e+02
1.130000000000000000e+02,4.981582865449600916e+01,5.013837105731642652e+01,3.428774320790558932e+02
1.132500000000000000e+02,4.976659697893444445e+01,5.008868353560105646e+01,3.427185278297964146e+02
1.135000000000000000e+02,4.971746776259821843e+01,5.003909888775863379e+01,3.425598481584225397e+02
1.137500000000000000e+02,4.966844079225280950e+01,4.998961690059478968e+01,3.424013928606533455e+02
1.140000000000000000e+02,4.961951585510745133e+01,4.994023736135769553e+01,3.422431617321880708e+02
1.142500000000000000e+02,4.957069273881427307e+01,4.989096005773738085e+01,3.420851545687068551e+02
1.145000000000000000e+02,4.952197123146730462e+01,4.984178477786500139e+01,3.419273711658710795e+02
1.147500000000000000e+02,4.947335112160158843e+01,4.979271131031198649e+01,3.417698113193238783e+02
1.150000000000000000e+02,4.942483219819226292e+01,4.974373944408932147e+01,3.416124748246904801e+02
1.152500000000000000e+02,4.937641425065366718e+01,4.969486896864659542e+01,3.414553614775784354e+02
1.155000000000000000e+02,4.932809706883836043e+01,4.964609967387119838e+01,3.412984710735778435e+02
1.157500000000000000e+02,4.927988044303628357e+01,4.959743135008758941e+01,3.411418034082618078e+02
1.160000000000000000e+02,4.923176416397381416e+01,4.954886378805621661e+01,3.409853582771862648e+02
1.162500000000000000e+02,4.918374802281286406e+01,4.950039677897284918e+01,3.408291354758904390e+02
1.165000000000000000e+02,4.913583181114995568e+01,4.945236025000759383e+01,3.406731347998968999e+02
1.167500000000000000e+02,4.908801532101534804e+01,4.940404170043373711e+01,3.405171933996154507e+02
1.170000000000000000e+02,4.904029834487212725e+01,4.935583108166363075e+01,3.403614993447297934e+02
1.172500000000000000e+02,4.899268067561527573e+01,4.930772695155092578e+01,3.402060484885998335e+02
1.175000000000000000e+02,4.894516210657081245e+01,4.925972805970032908e+01,3.400508372930429459e+02
1.177500000000000000e+02,4.889774243149487631e+01,4.921183331772342484e+01,3.398958627340778094e+02
1.180000000000000000e+02,4.885042144457281665e+01,4.916404177413585330e+01,3.397411222223219625e+02
1.182500000000000000e+02,4.880319894041835482e+01,4.911635259316792457e+01,3.395866135357556459e+02
1.185000000000000000e+02,4.875607471407261073e+01,4.906876503687641389e+01,3.394323347629248246e+02
1.187500000000000000e+02,4.870904856100328573e+01,4.902127845004200424e+01,3.392782842549563611e+02
1.190000000000000000e+02,4.866212027710373889e+01,4.897389224741630898e+01,3.391244605850133667e+02
1.192500000000000000e+02,4.861528965869210595e+01,4.892660590295197665e+01,3.389708625140327172e+02
1.195000000000000000e+02,4.856855650251043244e+01,4.887941894070625182e+01,3.388174889617685039e+02
1.197500000000000000e+02,4.852192060572374288e+01,4.883233092715722989e+01,3.386643389823160533e+02
1.200000000000000000e+02,4.847538176591923786e+01,4.878534146471218946e+01,3.385114117434213767e+02
1.202500000000000000e+02,4.842893978110534903e+01,4.873845018622282055e+01,3.383587065089880070e+02
1.205000000000000000e+02,4.838259444971087930e+01,4.869165675035039698e+01,3.382062226242859424e+02
1.207500000000000000e+02,4.833634557058415737e+01,4.864496083764863954e+01,3.380539595034432523e+02
1.210000000000000000e+02,4.829019294299211396e+01,4.859836214725296344e+01,3.379019166188672330e+02
1.212500000000000000e+02,4.824413636661945759e+01,4.855186039408143728e+01,3.377500934922960596e+02
1.215000000000000000e+02,4.819817564156778644e+01,4.850545530646864734e+01,3.375984896872292893e+02
1.217500000000000000e+02,4.815231056835471435e+01,4.845914662416483054e+01,3.374471048025232562e+02
1.220000000000000000e+02,4.810654094791301105e+01,4.841293409664354641e+01,3.372959384669720180e+02
1.222500000000000000e+02,4.806086658158973535e+01,4.836681748167106321e+01,3.371449903347216832e+02
1.225000000000000000e+02,4.801528727114536821e+01,4.832079654409523073e+01,3.369942600813888589e+02
1.227500000000000000e+02,4.796980281875298147e+01,4.827487105482159535e+01,3.368437474007756691e+02
1.230000000000000000e+02,4.792441302699735672e+01,4.822904078994680077e+01,3.366934520020885202e+02
1.232500000000000000e+02,4.787911769887409719e+01,4.818330553002508054e+01,3.365433736075834759e+02
1.235000000000000000e+02,4.783391663778883185e+01,4.813766505944771268e+01,3.363935119505726448e+02
1.237500000000000000e+02,4.778880964755633443e+01,4.809211916591755198e+01,3.362438667737357605e+02
1.240000000000000000e+02,4.774379653239967070e+01,4.804666764000411661e+01,3.360944378276902285e+02
1.242500000000000000e+02,4.769887709694933164e+01,4.800131027476687251e+01,3.359452248697800769e+02
1.245000000000000000e+02,4.765405114624242344e+01,4.795604686543640582e+01,3.357962276630499900e+02
1.247500000000000000e+02,4.760931848572181480e+01,4.791087720914393344e+01,3.356474459753758310e+02
1.250000000000000000e+02,4.756467892123524166e+01,4.786580110469238036e+01,3.354988795787283493e+02
1.252500000000000000e+02,4.752013225903452565e+01,4.782081835236235889e+01,3.353505282485490397e+02
1.255000000000000000e+02,4.747567830577472137e+01,4.777592875374782011e+01,3.352023917632211578e+02
1.257500000000000000e+02,4.743131686851325668e+01,4.773113211161628300e+01,3.350544699036213387e+02
1.260000000000000000e+02,4.738704775470908714e+01,4.768642822979084883e+01,3.349067624527397129e+02
1.262500000000000000e+02,4.734287077222190021e+01,4.764181691304968069e+01,3.347592691953576605e+02
1.265000000000000000e+02,4.729878572931124836e+01,4.759729796704096572e+01,3.346119899177746788e+02
1.267500000000000000e+02,4.725479243463572487e+01,4.755287119821064579e+01,3.344649244075768593e+02
1.270000000000000000e+02,4.721089069725215381e+01,4.750853641374082770e+01,3.343180724534403225e+02
1.272500000000000000e+02,4.716708032661473027e+01,4.746429342149784247e+01,3.341714338449647812e+02
1.275000000000000000e+02,4.712336113257418901e+01,4.742014202998780803e+01,3.340250083725322838e+02
1.277500000000000000e+02,4.707973292537703003e+01,4.737608204831881409e+01,3.338787958271872753e+02
1.280000000000000000e+02,4.703619551566464452e+01,4.733211328616904012e+01,3.337327960005350178e+02
1.282500000000000000e+02,4.699274871447251911e+01,4.728823555375910104e+01,3.335870086846554159e+02
1.285000000000000000e+02,4.694939233322939032e+01,4.724444866182892611e+01,3.334414336720297456e+02
1.287500000000000000e+02,4.690612618375645582e+01,4.720075242161769324e+01,3.332960707554786381e+02
1.290000000000000000e+02,4.686295007826653602e+01,4.715714664484711705e+01,3.331509197281094998e+02
1.292500000000000000e+02,4.681986382936327828e+01,4.711363114370650607e+01,3.330059803832716625e+02
1.295000000000000000e+02,4.677686725004032553e+01,4.707020573084046333e+01,3.328612525145185828e+02
1.297500000000000000e+02,4.673396015368050627e+01,4.702687021933822820e+01,3.327167359155757254e+02
1.300000000000000000e+02,4.669114235405504587e+01,4.698362442272441086e+01,3.325724303803131079e+02
1.302500000000000000e+02,4.664841366532272104e+01,4.694046815495099167e+01,3.324283357027222792e+02
1.305000000000000000e+02,4.660577390202909243e+01,4.689740123039059938e+01,3.322844516768967082e+02
1.307500000000000000e+02,4.656322287910568036e+01,4.685442346383043599e+01,3.321407780970150725e+02
1.310000000000000000e+02,4.652076041186916200e+01,4.681153467046715377e+01,3.319973147573270467e+02
1.312500000000000000e+02,4.647838631602055415e+01,4.676873466590244988e+01,3.318540614521415364e+02
1.315000000000000000e+02,4.643610040764444591e+01,4.672602326613886703e+01,3.317110179758163326e+02
1.317500000000000000e+02,4.639390250320819575e+01,4.668340028757648952e+01,3.315681841227496420e+02
1.320000000000000000e+02,4.635179241956109308e+01,4.664086554701001575e+01,3.314255596873728678e+02
1.322500000000000000e+02,4.630976997393362637e+01,4.659841886162571711e+01,3.312831444641442431e+02
1.325000000000000000e+02,4.626783498393663763e+01,4.655606004899919270e+01,3.311409382475438292e+02
1.327500000000000000e+02,4.622598726756055498e+01,4.651378892709310264e+01,3.309989408320690245e+02
1.330000000000000000e+02,4.618422664317459692e+01,4.647160531425534202e+01,3.308571520122309266e+02
1.332500000000000000e+02,4.614255292952599063e+01,4.642950902921702294e+01,3.307155715825510924e+02
1.335000000000000000e+02,4.610096594573917628e+01,4.638749989109096816e+01,3.305741993375590937e+02
1.337500000000000000e+02,4.605946551131502531e+01,4.634557771937021897e+01,3.304330350717901865e+02
1.340000000000000000e+02,4.601805144613007315e+01,4.630374233392645777e+01,3.302920785797834355e+02
1.342500000000000000e+02,4.597672357043568070e+01,4.626199355500897781e+01,3.301513296560804065e+02
1.345000000000000000e+02,4.593548170485734516e+01,4.622033120324314126e+01,3.300107880952235746e+02
1.347500000000000000e+02,4.589432567039384026e+01,4.617875509962946268e+01,3.298704536917555856e+02
1.350000000000000000e+02,4.585325528841649145e+01,4.613726506554229445e+01,3.297303262402181190e+02
1.352500000000000000e+02,4.581227038066835178e+01,4.609586092272905944e+01,3.295904055351514330e+02
1.355000000000000000e+02,4.577137076926346992e+01,4.605454249330888672e+01,3.294506913710936260e+02
1.357500000000000000e+02,4.573055627668612999e+01,4.601330959977195079e+01,3.293111835425802951e+02
1.360000000000000000e+02,4.568982672579001303e+01,4.597216206497827784e+01,3.291718818441440817e+02
1.362500000000000000e+02,4.564918193979750072e+01,4.593109971215702103e+01,3.290327860703145575e+02
1.365000000000000000e+02,4.560862174229885113e+01,4.589012236490550833e+01,3.288938960156179405e+02
1.367500000000000000e+02,4.556814595725150241e+01,4.584922984718825489e+01,3.287552114745769813e+02
1.370000000000000000e+02,4.552775440897922010e+01,4.580874444057082684e+01,3.286167322417109631e+02
1.372500000000000000e+02,4.548744692217141505e+01,4.576797204381079354e+01,3.284782992492453673e+02
1.375000000000000000e+02,4.544722332188231917e+01,4.572729111544677494e+01,3.283400953000506775e+02
1.377500000000000000e+02,4.540708343353028908e+01,4.568670043010329351e+01,3.282021166588271512e+02
1.380000000000000000e+02,4.536702708289698194e+01,4.564619891741629232e+01,3.280643601079609653e+02
1.382500000000000000e+02,4.532705409612665193e+01,4.560578563919332140e+01,3.279268228713347639e+02
1.385000000000000000e+02,4.528716429972537583e+01,4.556545976995842295e+01,3.277895025493905905e+02
1.387500000000000000e+02,4.524735752056028559e+01,4.552522058037845909e+01,3.276523970637769025e+02
1.390000000000000000e+02,4.520763358585883651e+01,4.548506742314223317e+01,3.275155046101606899e+02
1.392500000000000000e+02,4.516799232320806823e+01,4.544499972092879148e+01,3.273788236179959199e+02
1.395000000000000000e+02,4.512843356055381605e+01,4.540501695615424183e+01,3.272423527162191590e+02
1.397500000000000000e+02,4.508895712620000040e+01,4.536511866223300871e+01,3.271060907039962444e+02
1.400000000000000000e+02,4.504956284880787365e+01,4.532530441612994565e+01,3.269700365257736507e+02
1.402500000000000000e+02,4.501025055739526692e+01,4.528557383201099640e+01,3.268341892499990422e+02
1.405000000000000000e+02,4.497102008133585116e+01,4.524592655583049350e+01,3.266985480509693502e+02
1.407500000000000000e+02,4.493187125035840523e+01,4.520636226071561481e+01,3.265631121933451482e+02
1.410000000000000000e+02,4.489280389454606279e+01,4.516688064303144756e+01,3.264278810189386490e+02
1.412500000000000000e+02,4.485381784433558039e+01,4.512748141902449106e+01,3.262928539354397799e+02
1.415000000000000000e+02,4.481491293051661984e+01,4.508816432196029922e+01,3.261580304067956035e+02
1.417500000000000000e+02,4.477608898423098083e+01,4.504892909968189230e+01,3.260234099449996279e+02
1.420000000000000000e+02,4.473734583697189748e+01,4.500977551252670139e+01,3.258889921030833534e+02
1.422500000000000000e+02,4.469868332058328519e+01,4.497070333154950106e+01,3.257547764691341285e+02
1.425000000000000000e+02,4.466010126725900875e+01,4.493171233700605427e+01,3.256207626611877117e+02
1.427500000000000000e+02,4.462159950954220733e+01,4.489280231705890856e+01,3.254869503228678127e+02
1.430000000000000000e+02,4.458317788032447027e+01,4.485397306667330497e+01,3.253533391196626781e+02
1.432500000000000000e+02,4.454483621284521178e+01,4.481522438667413155e+01,3.252199287357454978e+02
1.435000000000000000e+02,4.450657434069087515e+01,4.477655608294136158e+01,3.250867188712587676e+02
1.437500000000000000e+02,4.446839209779423641e+01,4.473796796572289480e+01,3.249537092399949643e+02
1.440000000000000000e+02,4.443028931843372220e+01,4.469945984904790492e+01,3.248208995674151538e+02
1.442500000000000000e+02,4.439226583723261399e+01,4.466103155022584303e+01,3.246882895889564793e+02
1.445000000000000000e+02,4.435432148915836592e+01,4.462268288941834271e+01,3.245558790485858935e+02
1.447500000000000000e+02,4.431645610952193692e+01,4.458441368927385184e+01,3.244236676975646105e+02
1.450000000000000000e+02,4.427866953397697358e+01,4.454622377461521410e+01,3.242916552933921821e+02
