t_h,T_plate_C,T_heater_C,mdot_kgs,T_gas_out_C
2.478291563713377954e+01,2.549313248989474232e+02,3.447632643638420404e+02,4.789785285633997858e-01,7.550590956707321766e+01
2.480291799035180489e+01,2.549738801055804061e+02,3.448114257890946419e+02,4.790085436734748958e-01,7.551960601261163220e+01
2.482292034356983024e+01,2.550164458571842943e+02,3.448595934540858252e+02,4.790385662211466555e-01,7.553330585206185788e+01
2.484292269678785914e+01,2.550590221316731459e+02,3.449077673339837702e+02,4.790685961908373591e-01,7.554700907831551149e+01
2.486292505000588449e+01,2.551016089069694317e+02,3.449559474039764382e+02,4.790986335669752960e-01,7.556071568426699514e+01
2.488292740322390983e+01,2.551442061610039218e+02,3.450041336392714584e+02,4.791286783339945288e-01,7.557442566281321206e+01
2.490292975644193518e+01,2.551868138717157990e+02,3.450523260150959004e+02,4.791587304763350597e-01,7.558813900685390763e+01
2.492293210965996053e+01,2.552294320170526589e+02,3.451005245066966154e+02,4.791887899784428861e-01,7.560185570929144205e+01
2.494293446287798588e+01,2.552720605749705101e+02,3.451487290893397812e+02,4.792188568247698899e-01,7.561557576303101769e+01
2.496293681609601123e+01,2.553146995234336600e+02,3.451969397383113574e+02,4.792489309997738367e-01,7.562929916098028116e+01
2.498293916931403658e+01,2.553573488404148293e+02,3.452451564289165162e+02,4.792790124879183211e-01,7.564302589604989180e+01
2.500294152253206192e+01,2.554000085038950374e+02,3.452933791364802119e+02,4.793091012736730439e-01,7.565675596115289636e+01
2.502294387575008727e+01,2.554426784918634894e+02,3.453416078363466113e+02,4.793391973415131457e-01,7.567048934920512693e+01
2.504294622896811262e+01,2.554853587823179168e+02,3.453898425038794358e+02,4.793693006759200403e-01,7.568422605312508722e+01
2.506294858218613797e+01,2.555280493532642367e+02,3.454380831144617332e+02,4.793994112613808034e-01,7.569796606583406628e+01
2.508295093540416687e+01,2.555707501827166652e+02,3.454863296434958784e+02,4.794295290823883948e-01,7.571170938025579744e+01
2.510295328862219222e+01,2.556134612486977176e+02,3.455345820664036864e+02,4.794596541234416032e-01,7.572545598931685618e+01
2.512295564184021757e+01,2.556561825292382082e+02,3.455828403586261857e+02,4.794897863690451012e-01,7.573920588594637593e+01
2.514295799505824291e+01,2.556989140023770233e+02,3.456311044956237311e+02,4.795199258037092238e-01,7.575295906307621863e+01
2.516296034827626826e+01,2.557416556461614618e+02,3.456793744528760044e+02,4.795500724119503011e-01,7.576671551364086099e+01
2.518296270149429361e+01,2.557844074386470083e+02,3.457276502058819005e+02,4.795802261782903253e-01,7.578047523057745138e+01
2.520296505471231896e+01,2.558271693578972190e+02,3.457759317301594137e+02,4.796103870872570618e-01,7.579423820682563928e+01
2.522296740793034431e+01,2.558699413819840629e+02,3.458242190012457513e+02,4.796405551233842157e-01,7.580800443532797317e+01
2.524296976114836966e+01,2.559127234889876945e+02,3.458725119946973336e+02,4.796707302712112098e-01,7.582177390902938896e+01
2.526297211436639500e+01,2.559555156569962264e+02,3.459208106860896805e+02,4.797009125152831288e-01,7.583554662087766474e+01
2.528297446758442035e+01,2.559983178641061841e+02,3.459691150510174111e+02,4.797311018401510530e-01,7.584932256382302285e+01
2.530297682080244570e+01,2.560411300884220509e+02,3.460174250650942440e+02,4.797612982303715023e-01,7.586310173081841413e+01
2.532297917402047460e+01,2.560839523080564959e+02,3.460657407039528835e+02,4.797915016705068814e-01,7.587688411481934736e+01
2.534298152723849995e+01,2.561267845011304871e+02,3.461140619432450194e+02,4.798217121451254785e-01,7.589066970878411666e+01
2.536298388045652530e+01,2.561696266457728370e+02,3.461623887586414412e+02,4.798519296388010225e-01,7.590445850567334674e+01
2.538298623367455065e+01,2.562124787201206573e+02,3.462107211258319239e+02,4.798821541361131815e-01,7.591825049845044759e+01
2.540298858689257600e+01,2.562553407023191312e+02,3.462590590205250010e+02,4.799123856216472306e-01,7.593204568008150090e+01
2.542299094011060134e+01,2.562982125705214003e+02,3.463074024184483051e+02,4.799426240799941623e-01,7.594584404353503260e+01
2.544299329332862669e+01,2.563410943028887914e+02,3.463557512953483410e+02,4.799728694957506869e-01,7.595964558178218340e+01
2.546299564654665204e+01,2.563839858775905896e+02,3.464041056269903720e+02,4.800031218535190658e-01,7.597345028779682252e+01
2.548299799976467739e+01,2.564268872728042652e+02,3.464524653891585331e+02,4.800333811379075000e-01,7.598725815455520660e+01
2.550300035298270274e+01,2.564697984667152468e+02,3.465008305576557177e+02,4.800636473335295751e-01,7.600106917503637760e+01
2.552300270620072808e+01,2.565127194375169211e+02,3.465492011083036914e+02,4.800939204250047054e-01,7.601488334222187859e+01
2.554300505941875343e+01,2.565556501634108599e+02,3.465975770169429779e+02,4.801242003969579120e-01,7.602870064909575376e+01
2.556300741263678233e+01,2.565985906226063662e+02,3.466459582594327458e+02,4.801544872340198777e-01,7.604252108864471893e+01
2.558300976585480768e+01,2.566415407933209281e+02,3.466943448116510353e+02,4.801847809208267259e-01,7.605634465385799103e+01
2.560301211907283303e+01,2.566845006537799918e+02,3.467427366494943044e+02,4.802150814420205749e-01,7.607017133772745865e+01
2.562301447229085838e+01,2.567274701822168481e+02,3.467911337488778827e+02,4.802453887822487610e-01,7.608400113324745462e+01
2.564301682550888373e+01,2.567704493568728594e+02,3.468395360857356309e+02,4.802757029261645605e-01,7.609783403341498342e+01
2.566301917872690908e+01,2.568134381559972326e+02,3.468879436360199406e+02,4.803060238584265784e-01,7.611167003122943697e+01
2.568302153194493442e+01,2.568564365578471325e+02,3.469363563757019620e+02,4.803363515636991377e-01,7.612550911969287881e+01
2.570302388516295977e+01,2.568994445406876821e+02,3.469847742807712621e+02,4.803666860266522232e-01,7.613935129180993044e+01
2.572302623838098512e+01,2.569424620827918488e+02,3.470331973272359392e+02,4.803970272319612045e-01,7.615319654058777132e+01
2.574302859159901047e+01,2.569854891624405582e+02,3.470816254911226224e+02,4.804273751643071688e-01,7.616704485903602517e+01
2.576303094481703582e+01,2.570285257579224663e+02,3.471300587484763582e+02,4.804577298083766435e-01,7.618089624016687367e+01
2.578303329803506472e+01,2.570715718475341873e+02,3.471784970753606103e+02,4.804880911488617623e-01,7.619475067699505644e+01
2.580303565125309007e+01,2.571146274095802937e+02,3.472269404478573733e+02,4.805184591704602659e-01,7.620860816253787107e+01
2.582303800447111541e+01,2.571576924223729748e+02,3.472753888420669455e+02,4.805488338578752794e-01,7.622246868981511625e+01
2.584304035768914076e+01,2.572007668642323779e+02,3.473238422341080422e+02,4.805792151958155900e-01,7.623633225184909179e+01
2.586304271090716611e+01,2.572438507134864949e+02,3.473723006001176827e+02,4.806096031689953141e-01,7.625019884166454176e+01
2.588304506412519146e+01,2.572869439484710483e+02,3.474207639162511896e+02,4.806399977621342856e-01,7.626406845228893872e+01
2.590304741734321681e+01,2.573300465475296050e+02,3.474692321586823027e+02,4.806703989599577231e-01,7.627794107675202895e+01
2.592304977056124216e+01,2.573731584890135764e+02,3.475177053036028383e+02,4.807008067471963964e-01,7.629181670808617355e+01
2.594305212377926750e+01,2.574162797512819907e+02,3.475661833272229160e+02,4.807312211085864040e-01,7.630569533932629156e+01
2.596305447699729285e+01,2.574594103127017206e+02,3.476146662057708454e+02,4.807616420288695624e-01,7.631957696350968945e+01
2.598305683021531820e+01,2.575025501516473696e+02,3.476631539154931261e+02,4.807920694927929062e-01,7.633346157367617479e+01
2.600305918343334355e+01,2.575456992465011581e+02,3.477116464326545611e+02,4.808225034851090207e-01,7.634734916286811313e+01
2.602306153665137245e+01,2.575888575756532646e+02,3.477601437335379160e+02,4.808529439905759872e-01,7.636123972413025740e+01
2.604306388986939780e+01,2.576320251175014846e+02,3.478086457944440326e+02,4.808833909939572715e-01,7.637513325050997537e+01
2.606306624308742315e+01,2.576752018504513444e+02,3.478571525916920564e+02,4.809138444800218903e-01,7.638902973505707905e+01
2.608306859630544849e+01,2.577183877529158735e+02,3.479056641016189815e+02,4.809443044335440232e-01,7.640292917082371105e+01
2.610307094952347384e+01,2.577615828033159460e+02,3.479541803005799920e+02,4.809747708393034560e-01,7.641683155086468560e+01
2.612307330274149919e+01,2.578047869800801664e+02,3.480027011649481210e+02,4.810052436820854704e-01,7.643073686823709068e+01
2.614307565595952454e+01,2.578480002616445290e+02,3.480512266711145912e+02,4.810357229466804552e-01,7.644464511600068590e+01
2.616307800917754989e+01,2.578912226264529863e+02,3.480997567954883607e+02,4.810662086178845165e-01,7.645855628721750463e+01
2.618308036239557524e+01,2.579344540529568803e+02,3.481482915144963499e+02,4.810967006804988122e-01,7.647247037495213817e+01
2.620308271561360058e+01,2.579776945196152838e+02,3.481968308045835556e+02,4.811271991193301623e-01,7.648638737227162210e+01
2.622308506883162593e+01,2.580209440048948863e+02,3.482453746422127097e+02,4.811577039191906047e-01,7.650030727224543625e+01
2.624308742204965128e+01,2.580642024872699949e+02,3.482939230038645064e+02,4.811882150648976175e-01,7.651423006794544790e+01
2.626308977526768018e+01,2.581074699452223058e+02,3.483424758660373755e+02,4.812187325412738970e-01,7.652815575244608226e+01
2.628309212848570553e+01,2.581507463572413599e+02,3.483910332052475951e+02,4.812492563331476347e-01,7.654208431882403829e+01
2.630309448170373088e+01,2.581940317018239739e+02,3.484395949980291789e+02,4.812797864253521296e-01,7.655601576015857290e+01
2.632309683492175623e+01,2.582373259574748090e+02,3.484881612209338755e+02,4.813103228027262315e-01,7.656995006953133043e+01
2.634309918813978157e+01,2.582806291027059160e+02,3.485367318505313960e+02,4.813408654501141748e-01,7.658388724002645631e+01
2.636310154135780692e+01,2.583239411160368491e+02,3.485853068634088459e+02,4.813714143523651900e-01,7.659782726473036973e+01
2.638310389457583227e+01,2.583672619759946656e+02,3.486338862361711790e+02,4.814019694943339478e-01,7.661177013673204783e+01
2.640310624779385762e+01,2.584105916611140401e+02,3.486824699454410847e+02,4.814325308608806142e-01,7.662571584912279832e+01
2.642310860101188297e+01,2.584539301499371504e+02,3.487310579678586464e+02,4.814630984368704070e-01,7.663966439499643002e+01
2.644311095422990832e+01,2.584972774210134503e+02,3.487796502800817962e+02,4.814936722071737618e-01,7.665361576744902550e+01
2.646311330744793366e+01,2.585406334529001242e+02,3.488282468587858602e+02,4.815242521566667211e-01,7.666756995957922527e+01
2.648311566066595901e+01,2.585839982241615189e+02,3.488768476806637864e+02,4.815548382702302121e-01,7.668152696448788674e+01
2.650311801388398791e+01,2.586273717133697119e+02,3.489254527224261437e+02,4.815854305327506024e-01,7.669548677527848213e+01
2.652312036710201326e+01,2.586707538991041702e+02,3.489740619608010093e+02,4.816160289291195329e-01,7.670944938505670052e+01
2.654312272032003861e+01,2.587141447599516368e+02,3.490226753725337403e+02,4.816466334442338071e-01,7.672341478693073213e+01
2.656312507353806396e+01,2.587575442745063583e+02,3.490712929343874293e+02,4.816772440629955021e-01,7.673738297401104091e+01
2.658312742675608931e+01,2.588009524213700843e+02,3.491199146231423356e+02,4.817078607703119131e-01,7.675135393941059192e+01
2.660312977997411465e+01,2.588443691791517267e+02,3.491685404155964534e+02,4.817384835510954422e-01,7.676532767624468079e+01
2.662313213319214000e+01,2.588877945264678146e+02,3.492171702885648301e+02,4.817691123902639316e-01,7.677930417763099058e+01
2.664313448641016535e+01,2.589312284419421530e+02,3.492658042188800209e+02,4.817997472727402197e-01,7.679328343668953494e+01
2.666313683962819070e+01,2.589746709042058228e+02,3.493144421833919750e+02,4.818303881834523628e-01,7.680726544654277177e+01
2.668313919284621605e+01,2.590181218918974082e+02,3.493630841589678084e+02,4.818610351073336906e-01,7.682125020031543272e+01
2.670314154606424140e+01,2.590615813836626558e+02,3.494117301224921448e+02,4.818916880293225846e-01,7.683523769113463686e+01
2.672314389928227030e+01,2.591050493581548153e+02,3.494603800508666609e+02,4.819223469343626998e-01,7.684922791212994753e+01
2.674314625250029565e+01,2.591485257940344127e+02,3.495090339210104275e+02,4.819530118074029090e-01,7.686322085643320179e+01
2.676314860571832099e+01,2.591920106699692496e+02,3.495576917098595686e+02,4.819836826333970814e-01,7.687721651717856730e+01
2.678315095893634634e+01,2.592355039646344039e+02,3.496063533943676020e+02,4.820143593973043039e-01,7.689121488750265598e+01
2.680315331215437169e+01,2.592790056567122292e+02,3.496550189515050988e+02,4.820450420840888262e-01,7.690521596054429665e+01
2.682315566537239704e+01,2.593225157248923551e+02,3.497036883582596829e+02,4.820757306787199492e-01,7.691921972944476238e+01
2.684315801859042239e+01,2.593660341478718010e+02,3.497523615916363724e+02,4.821064251661721922e-01,7.693322618734771368e+01
2.686316037180844774e+01,2.594095609043546347e+02,3.498010386286570110e+02,4.821371255314250703e-01,7.694723532739891425e+01
2.688316272502647308e+01,2.594530959730523136e+02,3.498497194463606093e+02,4.821678317594633167e-01,7.696124714274668577e+01
2.690316507824449843e+01,2.594966393326834577e+02,3.498984040218032305e+02,4.821985438352767717e-01,7.697526162654156678e+01
2.692316743146252378e+01,2.595401909619739627e+02,3.499470923320581051e+02,4.822292617438603268e-01,7.698927877193648328e+01
2.694316978468054913e+01,2.595837508396568865e+02,3.499957843542152887e+02,4.822599854702138700e-01,7.700329857208663498e+01
2.696317213789857803e+01,2.596273189444724494e+02,3.500444800653817765e+02,4.822907149993425069e-01,7.701732102014955217e+01
2.698317449111660338e+01,2.596708952551681477e+02,3.500931794426816168e+02,4.823214503162563394e-01,7.703134610928503889e+01
2.700317684433462873e+01,2.597144797504986400e+02,3.501418824632557971e+02,4.823521914059705762e-01,7.704537383265534345e+01
2.702317919755265407e+01,2.597580724092256332e+02,3.501905891042622443e+02,4.823829382535054222e-01,7.705940418342481735e+01
2.704318155077067942e+01,2.598016732101182242e+02,3.502392993428757109e+02,4.824136908438862448e-01,7.707343715476025636e+01
2.706318390398870477e+01,2.598452821319524446e+02,3.502880131562877750e+02,4.824444491621432407e-01,7.708747273983073001e+01
2.708318625720673012e+01,2.598888991535116020e+02,3.503367305217069543e+02,4.824752131933119359e-01,7.710151093180769521e+01
2.710318861042475547e+01,2.599325242535860525e+02,3.503854514163584781e+02,4.825059829224326302e-01,7.711555172386465529e+01
2.712319096364278082e+01,2.599761574109732010e+02,3.504341758174844017e+02,4.825367583345507305e-01,7.712959510917767147e+01
2.714319331686080616e+01,2.600197986044777281e+02,3.504829037023434921e+02,4.825675394147166397e-01,7.714364108092490824e+01
2.716319567007883151e+01,2.600634478129113631e+02,3.505316350482114558e+02,4.825983261479858677e-01,7.715768963228691746e+01
2.718319802329685686e+01,2.601071050150927704e+02,3.505803698323804838e+02,4.826291185194188094e-01,7.717174075644652476e+01
2.720320037651488576e+01,2.601507701898477762e+02,3.506291080321595928e+02,4.826599165140807446e-01,7.718579444658865896e+01
2.722320272973291111e+01,2.601944433160093695e+02,3.506778496248743977e+02,4.826907201170421713e-01,7.719985069590080684e+01
2.724320508295093646e+01,2.602381243724175874e+02,3.507265945878673392e+02,4.827215293133785279e-01,7.721390949757261524e+01
2.726320743616896181e+01,2.602818133379192886e+02,3.507753428984972288e+02,4.827523440881700267e-01,7.722797084479583418e+01
2.728320978938698715e+01,2.603255101913686076e+02,3.508240945341397037e+02,4.827831644265020428e-01,7.724203473076465798e+01
2.730321214260501250e+01,2.603692149116266137e+02,3.508728494721867719e+02,4.828139903134648359e-01,7.725610114867555467e+01
2.732321449582303785e+01,2.604129274775613112e+02,3.509216076900472672e+02,4.828448217341534954e-01,7.727017009172715234e+01
2.734321684904106320e+01,2.604566478680478667e+02,3.509703691651462805e+02,4.828756586736683287e-01,7.728424155312035282e+01
2.736321920225908855e+01,2.605003760619682680e+02,3.510191338749256147e+02,4.829065011171141952e-01,7.729831552605833167e+01
2.738322155547711390e+01,2.605441120382116651e+02,3.510679017968434437e+02,4.829373490496012833e-01,7.731239200374653819e+01
2.740322390869513924e+01,2.605878557756740292e+02,3.511166729083745395e+02,4.829682024562444442e-01,7.732647097939258174e+01
2.742322626191316459e+01,2.606316072532583803e+02,3.511654471870100451e+02,4.829990613221634144e-01,7.734055244620645908e+01
2.744322861513119349e+01,2.606753664498747867e+02,3.512142246102573608e+02,4.830299256324831481e-01,7.735463639740021335e+01
2.746323096834921884e+01,2.607191333444400243e+02,3.512630051556405988e+02,4.830607953723330961e-01,7.736872282618827512e+01
2.748323332156724419e+01,2.607629079158779177e+02,3.513117888007000147e+02,4.830916705268478162e-01,7.738281172578723499e+01
2.750323567478526954e+01,2.608066901431193401e+02,3.513605755229923489e+02,4.831225510811668067e-01,7.739690308941601415e+01
2.752323802800329489e+01,2.608504800051018719e+02,3.514093653000905988e+02,4.831534370204342288e-01,7.741099691029552332e+01
2.754324038122132023e+01,2.608942774807700289e+02,3.514581581095840193e+02,4.831843283297992397e-01,7.742509318164911747e+01
2.756324273443934558e+01,2.609380825490753750e+02,3.515069539290782359e+02,4.832152249944159372e-01,7.743919189670236847e+01
2.758324508765737093e+01,2.609818951889762957e+02,3.515557527361951315e+02,4.832461269994431929e-01,7.745329304868295139e+01
2.760324744087539628e+01,2.610257153794379974e+02,3.516045545085728463e+02,4.832770343300446525e-01,7.746739663082075822e+01
2.762324979409342163e+01,2.610695430994325079e+02,3.516533592238656638e+02,4.833079469713889020e-01,7.748150263634795465e+01
2.764325214731144698e+01,2.611133783279389036e+02,3.517021668597441248e+02,4.833388649086494682e-01,7.749561105849898013e+01
2.766325450052947588e+01,2.611572210439429682e+02,3.517509773938949138e+02,4.833697881270044294e-01,7.750972189051026362e+01
2.768325685374750122e+01,2.612010712264373069e+02,3.517997908040208586e+02,4.834007166116369714e-01,7.752383512562062151e+01
2.770325920696552657e+01,2.612449288544213459e+02,3.518486070678410442e+02,4.834316503477348315e-01,7.753795075707103024e+01
2.772326156018355192e+01,2.612887939069014465e+02,3.518974261630904721e+02,4.834625893204907432e-01,7.755206877810456945e+01
2.774326391340157727e+01,2.613326663628906772e+02,3.519462480675202869e+02,4.834935335151022140e-01,7.756618918196664936e+01
2.776326626661960262e+01,2.613765462014090417e+02,3.519950727588977770e+02,4.835244829167715808e-01,7.758031196190478340e+01
2.778326861983762797e+01,2.614204334014831375e+02,3.520439002150061469e+02,4.835554375107058434e-01,7.759443711116870190e+01
2.780327097305565331e+01,2.614643279421464968e+02,3.520927304136447447e+02,4.835863972821168866e-01,7.760856462301029524e+01
2.782327332627367866e+01,2.615082298024392458e+02,3.521415633326288344e+02,4.836173622162212582e-01,7.762269449068355698e+01
2.784327567949170401e+01,2.615521389614084455e+02,3.521903989497897101e+02,4.836483322982404465e-01,7.763682670744486813e+01
2.786327803270972936e+01,2.615960553981079784e+02,3.522392372429744682e+02,4.836793075134006581e-01,7.765096126655254238e+01
2.788328038592775471e+01,2.616399790915982067e+02,3.522880781900463489e+02,4.837102878469326517e-01,7.766509816126728083e+01
2.790328273914578361e+01,2.616839100209464277e+02,3.523369217688843946e+02,4.837412732840722929e-01,7.767923738485177410e+01
2.792328509236380896e+01,2.617278481652266464e+02,3.523857679573835640e+02,4.837722638100598882e-01,7.769337893057104338e+01
2.794328744558183431e+01,2.617717935035194614e+02,3.524346167334546180e+02,4.838032594101405737e-01,7.770752279169204257e+01
2.796328979879985965e+01,2.618157460149122926e+02,3.524834680750242342e+02,4.838342600695642592e-01,7.772166896148411297e+01
2.798329215201788500e+01,2.618597056784992674e+02,3.525323219600347784e+02,4.838652657735855733e-01,7.773581743321869908e+01
2.800329450523591035e+01,2.619036724733812207e+02,3.525811783664446466e+02,4.838962765074638628e-01,7.774996820016929178e+01
2.802329685845393570e+01,2.619476463786655813e+02,3.526300372722278098e+02,4.839272922564631374e-01,7.776412125561165567e+01
2.804329921167196105e+01,2.619916273734663719e+02,3.526788986553740415e+02,4.839583130058521809e-01,7.777827659282354489e+01
2.806330156488998639e+01,2.620356154369045498e+02,3.527277624938889176e+02,4.839893387409043846e-01,7.779243420508510098e+01
2.808330391810801174e+01,2.620796105481074392e+02,3.527766287657937028e+02,4.840203694468979134e-01,7.780659408567839819e+01
2.810330627132603709e+01,2.621236126862091851e+02,3.528254974491253506e+02,4.840514051091155956e-01,7.782075622788772762e+01
2.812330862454406244e+01,2.621676218303505266e+02,3.528743685219365034e+02,4.840824457128449221e-01,7.783492062499948361e+01
2.814331097776209134e+01,2.622116379596787965e+02,3.529232419622952648e+02,4.841134912433780468e-01,7.784908727030227737e+01
2.816331333098011669e+01,2.622556610533480352e+02,3.529721177482856547e+02,4.841445416860118978e-01,7.786325615708670966e+01
2.818331568419814204e+01,2.622996910905187633e+02,3.530209958580071543e+02,4.841755970260478992e-01,7.787742727864565495e+01
2.820331803741616739e+01,2.623437280503582087e+02,3.530698762695748201e+02,4.842066572487923048e-01,7.789160062827403408e+01
2.822332039063419273e+01,2.623877719120401935e+02,3.531187589611192834e+02,4.842377223395559205e-01,7.790577619926892794e+01
2.824332274385221808e+01,2.624318226547450195e+02,3.531676439107868646e+02,4.842687922836541592e-01,7.791995398492946379e+01
2.826332509707024343e+01,2.624758802576595826e+02,3.532165310967391179e+02,4.842998670664070970e-01,7.793413397855692892e+01
2.828332745028826878e+01,2.625199446999774864e+02,3.532654204971532863e+02,4.843309466731395285e-01,7.794831617345471386e+01
2.830332980350629413e+01,2.625640159608988142e+02,3.533143120902220744e+02,4.843620310891808001e-01,7.796250056292848285e+01
2.832333215672431947e+01,2.626080940196301299e+02,3.533632058541536480e+02,4.843931202998649210e-01,7.797668714028566228e+01
2.834333450994234482e+01,2.626521788553845909e+02,3.534121017671716345e+02,4.844242142905303972e-01,7.799087589883612281e+01
2.836333686316037017e+01,2.626962704473818349e+02,3.534609998075148951e+02,4.844553130465203972e-01,7.800506683189161095e+01
2.838333921637839907e+01,2.627403687748482071e+02,3.535098999534379800e+02,4.844864165531828637e-01,7.801925993276609006e+01
2.840334156959642442e+01,2.627844738170163055e+02,3.535588021832105596e+02,4.845175247958700693e-01,7.803345519477562675e+01
2.842334392281444977e+01,2.628285855531254356e+02,3.536077064751178796e+02,4.845486377599390604e-01,7.804765261123827713e+01
2.844334627603247512e+01,2.628727039624213830e+02,3.536566128074603057e+02,4.845797554307513799e-01,7.806185217547425736e+01
2.846334862925050047e+01,2.629168290241563000e+02,3.537055211585535517e+02,4.846108777936732337e-01,7.807605388080594366e+01
2.848335098246852581e+01,2.629609607175888186e+02,3.537544315067287926e+02,4.846420048340751574e-01,7.809025772055764492e+01
2.850335333568655116e+01,2.630050990219842788e+02,3.538033438303323237e+02,4.846731365373326272e-01,7.810446368805588691e+01
2.852335568890457651e+01,2.630492439166142731e+02,3.538522581077257882e+02,4.847042728888254493e-01,7.811867177662924178e+01
2.854335804212260186e+01,2.630933953807568741e+02,3.539011743172859497e+02,4.847354138739379814e-01,7.813288197960821435e+01
2.856336039534062721e+01,2.631375533936966349e+02,3.539500924374048054e+02,4.847665594780591336e-01,7.814709429032569687e+01
2.858336274855865256e+01,2.631817179347244746e+02,3.539990124464897008e+02,4.847977096865823676e-01,7.816130870211628690e+01
2.860336510177667790e+01,2.632258889831380202e+02,3.540479343229628739e+02,4.848288644849058637e-01,7.817552520831696938e+01
2.862336745499470680e+01,2.632700665182409239e+02,3.540968580452619108e+02,4.848600238584320765e-01,7.818974380226660514e+01
2.864336980821273215e+01,2.633142505193435454e+02,3.541457835918395176e+02,4.848911877925680680e-01,7.820396447730621503e+01
2.866337216143075750e+01,2.633584409657626111e+02,3.541947109411634074e+02,4.849223562727255077e-01,7.821818722677880942e+01
2.868337451464878285e+01,2.634026378368210999e+02,3.542436400717164133e+02,4.849535292843205059e-01,7.823241204402950189e+01
2.870337686786680820e+01,2.634468411118485847e+02,3.542925709619964891e+02,4.849847068127736693e-01,7.824663892240545238e+01
2.872337922108483355e+01,2.634910507701808910e+02,3.543415035905164814e+02,4.850158888435101567e-01,7.826086785525598088e+01
2.874338157430285889e+01,2.635352667911602111e+02,3.543904379358045844e+02,4.850470753619595676e-01,7.827509883593222639e+01
2.876338392752088424e+01,2.635794891541352172e+02,3.544393739764036582e+02,4.850782663535560535e-01,7.828933185778754478e+01
2.878338628073890959e+01,2.636237178384608342e+02,3.544883116908716829e+02,4.851094618037382067e-01,7.830356691417733828e+01
2.880338863395693494e+01,2.636679528234983536e+02,3.545372510577816456e+02,4.851406616979491160e-01,7.831780399845899865e+01
2.882339098717496029e+01,2.637121940886154334e+02,3.545861920557214262e+02,4.851718660216363110e-01,7.833204310399202086e+01
2.884339334039298919e+01,2.637564416131862117e+02,3.546351346632939112e+02,4.852030747602519289e-01,7.834628422413788940e+01
2.886339569361101454e+01,2.638006953765908520e+02,3.546840788591167666e+02,4.852342878992523811e-01,7.836052735226007826e+01
2.888339804682903988e+01,2.638449553582161116e+02,3.547330246218225511e+02,4.852655054240986865e-01,7.837477248172422151e+01
2.890340040004706523e+01,2.638892215374548869e+02,3.547819719300587167e+02,4.852967273202561937e-01,7.838901960589788587e+01
2.892340275326509058e+01,2.639334938937065544e+02,3.548309207624877217e+02,4.853279535731948591e-01,7.840326871815074128e+01
2.894340510648311593e+01,2.639777724063766300e+02,3.548798710977865767e+02,4.853591841683889130e-01,7.841751981185444720e+01
2.896340745970114128e+01,2.640220570548769956e+02,3.549288229146472986e+02,4.853904190913171379e-01,7.843177288038265260e+01
2.898340981291916663e+01,2.640663478186257862e+02,3.549777761917766838e+02,4.854216583274627017e-01,7.844602791711105283e+01
2.900341216613719197e+01,2.641106446770473895e+02,3.550267309078960807e+02,4.854529018623131575e-01,7.846028491541744643e+01
2.902341451935521732e+01,2.641549476095725595e+02,3.550756870417418440e+02,4.854841496813606105e-01,7.847454386868145093e+01
2.904341687257324267e+01,2.641992565956383032e+02,3.551246445720648808e+02,4.855154017701014957e-01,7.848880477028501446e+01
2.906341922579126802e+01,2.642435716146877667e+02,3.551736034776309907e+02,4.855466581140365778e-01,7.850306761361173358e+01
2.908342157900929692e+01,2.642878926461704623e+02,3.552225637372204119e+02,4.855779186986712292e-01,7.851733239204747861e+01
2.910342393222732227e+01,2.643322196695420416e+02,3.552715253296282754e+02,4.856091835095150411e-01,7.853159909898005253e+01
2.912342628544534762e+01,2.643765526642644090e+02,3.553204882336642640e+02,4.856404525320821008e-01,7.854586772779924786e+01
2.914342863866337296e+01,2.644208916098058353e+02,3.553694524281526128e+02,4.856717257518908260e-01,7.856013827189678977e+01
2.916343099188139831e+01,2.644652364856406166e+02,3.554184178919323358e+02,4.857030031544641302e-01,7.857441072466656351e+01
2.918343334509942366e+01,2.645095872712494156e+02,3.554673846038569991e+02,4.857342847253291462e-01,7.858868507950438698e+01
2.920343569831744901e+01,2.645539439461189204e+02,3.555163525427946070e+02,4.857655704500174476e-01,7.860296132980801076e+01
2.922343805153547436e+01,2.645983064897421855e+02,3.555653216876277156e+02,4.857968603140651043e-01,7.861723946897723181e+01
2.924344040475349971e+01,2.646426748816184045e+02,3.556142920172536606e+02,4.858281543030123495e-01,7.863151949041383659e+01
2.926344275797152505e+01,2.646870491012529101e+02,3.556632635105839881e+02,4.858594524024038575e-01,7.864580138752160110e+01
2.928344511118955040e+01,2.647314291281572878e+02,3.557122361465449103e+02,4.858907545977887987e-01,7.866008515370634768e+01
2.930344746440757575e+01,2.647758149418491485e+02,3.557612099040771909e+02,4.859220608747204517e-01,7.867437078237571768e+01
2.932344981762560465e+01,2.648202065218523558e+02,3.558101847621358047e+02,4.859533712187564802e-01,7.868865826693945564e+01
2.934345217084363000e+01,2.648646038476970261e+02,3.558591606996903920e+02,4.859846856154591554e-01,7.870294760080940932e+01
2.936345452406165535e+01,2.649090068989193014e+02,3.559081376957249176e+02,4.860160040503947454e-01,7.871723877739913178e+01
2.938345687727968070e+01,2.649534156550614625e+02,3.559571157292376711e+02,4.860473265091341255e-01,7.873153179012427927e+01
2.940345923049770605e+01,2.649978300956719295e+02,3.560060947792413799e+02,4.860786529772522235e-01,7.874582663240261127e+01
